"Incident ID","Incident Date",State,"City Or County",Address,"Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested",Operations
2731617,"October 15, 2023","New Jersey",Camden,"Bailey St and N 7th St",1,0,0,0,0,N/A
2730831,"October 15, 2023",Kentucky,Louisville,"3814 Frankfort Ave",0,0,1,0,0,N/A
2730696,"October 15, 2023",Mississippi,Jackson,"1400 Valley St",1,0,0,0,2,N/A
2730624,"October 15, 2023",Indiana,Indianapolis,"3925 N High School Rd",1,2,0,0,0,N/A
2731167,"October 15, 2023",Indiana,Kokomo,"600 block of E Jackson St",0,0,1,0,0,N/A
2731342,"October 15, 2023",Tennessee,Memphis,"639 E Shelby Dr",1,0,0,0,1,N/A
2731577,"October 15, 2023",Maryland,Baltimore,"3200 block of Chelsea Terrace",1,0,0,0,0,N/A
2730779,"October 15, 2023",Arkansas,"North Little Rock","4900 block of N Walnut Rd",1,0,0,0,1,N/A
2730770,"October 14, 2023",Connecticut,"New Haven","Cedar St and Cassius St",1,0,0,0,0,N/A
2733826,"October 14, 2023",Illinois,Bensenville,"4N 30 S Church Rd",1,0,0,0,1,N/A
2730150,"October 14, 2023",Ohio,Columbus,"3000 block of Midway Ave",1,0,0,0,0,N/A
2731582,"October 14, 2023","West Virginia",Orma,"1249 Beech Rd",1,0,1,0,0,N/A
2730734,"October 14, 2023",Texas,"San Antonio","2400 block of Holly Hill Dr",0,1,1,0,0,N/A
2731854,"October 14, 2023",Alabama,Fairfield,"200 block of 52nd St",1,0,0,0,0,N/A
2730287,"October 14, 2023",Virginia,Petersburg,"6th St and Patrick St",1,1,0,0,0,N/A
2730132,"October 14, 2023",Massachusetts,Boston,"1194 Blue Hill Ave",1,0,0,0,0,N/A
2730111,"October 14, 2023",Florida,"Fort Lauderdale","1400 block of NW Third Ct",1,0,0,0,0,N/A
2730676,"October 14, 2023",Wisconsin,Milwaukee,"406 W Center St",1,0,0,0,1,N/A
2730470,"October 14, 2023","New Mexico",Roswell,"4500 N Main St",1,0,0,0,1,N/A
2730796,"October 14, 2023",Tennessee,Brownsville,"364 TJ Mize Road",1,0,1,0,0,N/A
2730003,"October 14, 2023",Michigan,Detroit,"15500 block of Bringard Dr",1,0,0,0,1,N/A
2729941,"October 14, 2023",Virginia,Charlottesville,"200 block of E Market St",1,0,0,0,1,N/A
2729875,"October 14, 2023",Wisconsin,Ashland,"315 Main St E",2,0,0,0,1,N/A
2729871,"October 14, 2023",Texas,Austin,"1700 Burton Dr",1,0,0,0,0,N/A
2730119,"October 14, 2023",Massachusetts,"Fall River","253 Locust St",1,0,0,0,1,N/A
2730001,"October 14, 2023",Michigan,Detroit,"15400 block of W 7 Mile Rd",1,0,0,0,0,N/A
2730330,"October 14, 2023",Oklahoma,"Oklahoma City","1917 NW 36th St",2,0,0,0,0,N/A
2729949,"October 14, 2023",Wisconsin,"Fond Du Lac","500 block of Drury Pl",0,0,1,0,0,N/A
2729951,"October 14, 2023","New Mexico",Albuquerque,"65th St and Milne Rd NW",1,2,0,0,0,N/A
2730672,"October 14, 2023",Wisconsin,Milwaukee,"N 36th St and W Clarke St",1,0,0,0,0,N/A
2730729,"October 14, 2023",Texas,"La Marque","6300 Gulf Fwy",1,1,0,0,0,N/A
2730670,"October 14, 2023",Wisconsin,Milwaukee,"N Teutonia Ave and W Locust St",1,0,0,0,0,N/A
2730617,"October 14, 2023","South Carolina",Aiken,"I-20 and Edgefield Hwy",0,0,1,0,0,N/A
2730820,"October 14, 2023","New Mexico","Las Cruces","4800 block of Calle Bella Ave",1,0,0,0,1,N/A
2729899,"October 14, 2023",Texas,Dallas,"4515 Village Fair Dr",1,1,0,0,0,N/A
2729917,"October 14, 2023",Texas,Houston,"1109 Providence St",1,1,0,0,0,N/A
2730591,"October 14, 2023",Alabama,Montgomery,"200 block of W Patton Ave",1,0,0,0,1,N/A
2730636,"October 14, 2023","North Carolina",Monroe,"1800 block of Walkup Ave",1,0,0,0,1,N/A
2730553,"October 14, 2023",Georgia,Riceboro,"Briar Bay Rd and Barrington Ferry Rd",1,0,0,0,0,N/A
2730546,"October 14, 2023",Georgia,Brunswick,"Buck Swamp Rd and Myers Hill Rd",1,0,0,0,0,N/A
2729974,"October 14, 2023",Wisconsin,Racine,"10th St and College Ave",0,0,1,0,0,N/A
2730514,"October 14, 2023",Florida,"Orange Park","351 Crossing Blvd",1,0,0,0,0,N/A
2729879,"October 14, 2023",Minnesota,Minneapolis,"2500 block of 17th Ave S",1,0,0,0,0,N/A
2729852,"October 14, 2023",Illinois,Riverdale,"14100 block of S Atlantic Ave",2,0,0,0,0,N/A
2729843,"October 14, 2023",Illinois,"Midlothian (Crestwood)","14002 S Cicero Ave",1,0,0,0,0,N/A
2730152,"October 14, 2023",Illinois,Chicago,"3400 block of W 24th St",1,0,0,0,0,N/A
2731802,"October 14, 2023",Georgia,Hiram,"Shenandoah Dr",1,0,0,0,1,N/A
2730472,"October 14, 2023",California,Oakland,"10800 block of Bancroft Ave",1,1,0,0,0,N/A
2730425,"October 14, 2023",Texas,"De Leon","600 block of S Bowie St",0,0,1,0,0,N/A
2729994,"October 14, 2023",Texas,Abilene,"2400 block of Buffalo Gap Rd",1,0,0,0,1,N/A
2730961,"October 14, 2023",California,Oakland,"Martin Luther King Jr Way and 42nd St",1,0,0,0,0,N/A
2730391,"October 14, 2023",Alabama,Dothan,"1100 block of Persimmon St",1,0,0,0,1,N/A
2730772,"October 14, 2023",Connecticut,"New Hartford","83 Richards Rd",1,0,0,0,1,N/A
2734830,"October 14, 2023",Florida,Orlando,"Kailua Ln",1,0,0,0,1,N/A
2730351,"October 14, 2023",Kansas,Topeka,"400 block of NE Grattan St",1,0,0,0,1,N/A
2730344,"October 14, 2023",Missouri,"Saint Louis","Jefferson Ave and Gamble St",1,1,0,0,0,N/A
2729845,"October 14, 2023",Colorado,Denver,"12445 E 39th Ave",3,3,0,0,0,N/A
2731664,"October 14, 2023",Missouri,Sikeston,"929 S Kingshighway",0,0,1,0,0,N/A
2730314,"October 14, 2023",Vermont,Newport,"Farrar Rd",1,0,0,0,0,N/A
2730205,"October 14, 2023",Mississippi,Jackson,"O’Ferrell Ave and W Capitol St",1,0,0,0,1,N/A
2730678,"October 14, 2023",Tennessee,Mosheim,"700 block of Knight Hollow Ln",1,0,0,0,1,N/A
2730302,"October 14, 2023",Arkansas,"Little Rock","1109 Washington St",1,1,0,0,4,N/A
2730121,"October 14, 2023",Kentucky,Louisville,"1035 Zorn Ave",1,0,0,0,0,N/A
2730178,"October 13, 2023","South Carolina",Columbia,"S Chelsea Rd",1,0,0,0,2,N/A
2730182,"October 13, 2023","North Carolina","Winston Salem (Winston-salem)","1200 block of E 23rd St",1,1,0,0,0,N/A
2729864,"October 13, 2023",Michigan,"Grand Rapids (Kentwood)","3333 28th St SE",1,0,0,0,1,N/A
2732218,"October 13, 2023",Alabama,Selma,"4865 US-80 E",1,0,0,0,0,N/A
2729489,"October 13, 2023",California,"Los Angeles","20600 block of Bahama St",1,0,0,0,0,N/A
2730160,"October 13, 2023",Georgia,Atlanta,"360 Peachtree St NE",1,0,0,0,0,N/A
2730154,"October 13, 2023",Georgia,Decatur,"Leroy Scott Dr",0,0,1,0,0,N/A
2729407,"October 13, 2023",Texas,Houston,"12300 block of Hillcroft St",1,1,0,0,0,N/A
2733793,"October 13, 2023",Louisiana,Bastrop,"124 W Carter Ave",2,0,0,0,0,N/A
2729999,"October 13, 2023",Michigan,Detroit,"Joy Road and Meyers Road",1,0,0,0,0,N/A
2729401,"October 13, 2023",Indiana,Indianapolis,"1400 block of N Gladstone Ave",0,0,1,0,0,N/A
2729720,"October 13, 2023",Massachusetts,Boston,"46 Corona St",1,0,0,0,0,N/A
2729549,"October 13, 2023",California,Indio,"82165 Dr Carreon Blvd",1,0,0,0,1,N/A
2730300,"October 13, 2023",Ohio,Cleveland,"Potomac Ave",1,0,0,0,0,N/A
2730333,"October 13, 2023",Washington,Everett,"1300 block of Casino Rd",1,0,0,0,1,N/A
2731292,"October 13, 2023","South Carolina","Holly Hill","1700 block of Branchdale Hwy",1,0,0,0,0,N/A
2729461,"October 13, 2023",Texas,Houston,"I-45 and Gulf Fwy",1,0,0,0,1,N/A
2729910,"October 13, 2023",Texas,"Texas City","900 block of N Amburn Rd",1,0,0,0,1,N/A
2729605,"October 13, 2023",Texas,"El Paso","7600 block of Parral Dr",2,0,0,0,1,N/A
2729905,"October 13, 2023","New Mexico",Alamogordo,"Charlotte Ln and Oregon Ave",1,2,0,0,1,N/A
2730162,"October 13, 2023",Georgia,"Warner Robins","705 March St",1,0,0,0,1,N/A
2730508,"October 13, 2023",California,Sacramento,"Fernandez Dr and 38th Ave",1,0,0,0,0,N/A
2731867,"October 13, 2023",California,Fairfield,"Cement Hill Rd and Peabody Rd",1,0,0,0,0,N/A
2730944,"October 13, 2023",Illinois,Chicago,"7800 block of S Jeffery Blvd",1,0,0,0,0,N/A
2729867,"October 13, 2023",California,Oakland,"2465 34th Ave",1,2,0,0,0,N/A
2729224,"October 13, 2023",Utah,"Salt Lake City","600 block of E 200 S",1,0,0,0,2,N/A
2729415,"October 13, 2023",Illinois,Chicago,"6500 block of S Ashland Ave",1,0,0,0,0,N/A
2731433,"October 13, 2023",Pennsylvania,Milton,"Mexico Rd and Creek Rd",1,0,0,0,0,N/A
2730782,"October 13, 2023",Mississippi,Cleveland,"1823 S Chrisman Ave",2,2,0,0,1,N/A
2728993,"October 13, 2023",Kansas,Topeka,"600 block of SE Lawrence St",1,0,0,0,0,N/A
2729002,"October 13, 2023",Missouri,"Kansas City","E 52nd St and College Ave",1,0,0,0,0,N/A
2730323,"October 13, 2023",Oklahoma,"Rush Springs","Co Rd 1570",0,0,1,0,0,N/A
2729050,"October 13, 2023",Wisconsin,Milwaukee,"52nd St and Hadley St",1,0,1,0,0,N/A
2729673,"October 13, 2023",Arkansas,"Little Rock","8400 Mabelvale Pike",2,0,0,0,1,N/A
2728414,"October 12, 2023","District of Columbia",Washington,"1300 block of Downing St NE",1,0,0,0,0,N/A
2728429,"October 12, 2023",Maryland,Williamsport,"11700 block of Cedar Ridge Rd",1,0,0,0,1,N/A
2728954,"October 12, 2023",Tennessee,Nashville,"Phillips St and 14th Ave N",1,0,0,0,0,N/A
2728957,"October 12, 2023",Tennessee,Nashville,"717 25th Ave N",1,0,0,0,0,N/A
2729268,"October 12, 2023",Tennessee,Murfreesboro,"2000 block of Cason Ln",1,1,0,0,0,N/A
2729292,"October 12, 2023",Wisconsin,Racine,"4000 Victory Ave",1,0,0,0,1,N/A
2728732,"October 12, 2023","North Carolina",Henderson,"Gillburg Ln",1,1,0,0,1,N/A
2730113,"October 12, 2023",Louisiana,Youngsville,"6000 block of Coteau Rd",1,0,0,0,1,N/A
2728743,"October 12, 2023",Ohio,Youngstown,"4200 block of Helena Ave",0,0,1,0,0,N/A
2728682,"October 12, 2023",Tennessee,Memphis,"2570 Woodcliff Dr",1,0,0,0,0,N/A
2729569,"October 12, 2023",Illinois,Lasalle,"343 Civic Rd",1,0,1,0,0,N/A
2728550,"October 12, 2023",Tennessee,Memphis,"1890 S 3rd St",1,0,0,0,0,N/A
2728466,"October 12, 2023",Texas,Huntsville,"144 I-45",0,1,1,0,0,N/A
2728852,"October 12, 2023",Florida,Orlando,"1448 Adriel Ln",1,0,0,0,1,N/A
2728404,"October 12, 2023",Indiana,Angola,"610 E Gilmore St",1,0,0,0,1,N/A
2728974,"October 12, 2023",Colorado,Denver,"E 5th Ave and Dallas St",1,0,0,0,0,N/A
2731106,"October 12, 2023",Texas,Dallas,"1000 block of Cheyenne Rd",1,0,0,0,1,N/A
2728773,"October 12, 2023",Wisconsin,Milwaukee,"N Hopkins St and N 36th St",1,0,0,0,0,N/A
2728750,"October 12, 2023",Georgia,Smyrna,"4800 block of S Cobb Dr SE",2,0,1,0,0,N/A
2728357,"October 12, 2023","New York",Ithaca,"N Plain St and W Seneca St",1,0,0,0,0,N/A
2729509,"October 12, 2023",California,"San Diego","3800 block of Marlborough Ave",1,0,0,0,1,N/A
2729359,"October 12, 2023",Arizona,Tucson,"3055 N Tyndall Ave",0,0,2,0,0,N/A
2728537,"October 12, 2023","New Mexico",Artesia,"3300 W Main St",1,0,0,1,0,N/A
2728208,"October 12, 2023",Illinois,Chicago,"6200 block of S Troy St",1,1,0,0,0,N/A
2729368,"October 12, 2023",Arizona,Tucson,"2475 N Haskell Dr",0,0,1,0,0,N/A
2729334,"October 12, 2023",Arizona,Phoenix,"E Dunlap Ave and N 5th St",1,0,0,0,0,N/A
2728675,"October 12, 2023",Connecticut,Middlebury,"322 Porter Ave",0,0,1,0,0,N/A
2729251,"October 12, 2023",Alabama,Birmingham,"300 block of 2nd Ave N",1,0,0,0,1,N/A
2729014,"October 12, 2023",Arkansas,"Little Rock","5517 W 51st St",1,0,0,0,0,N/A
2729798,"October 12, 2023",Iowa,"Cedar Rapids","2000 block of Wiley Blvd SW",1,0,0,0,1,N/A
2728983,"October 12, 2023",Pennsylvania,Philadelphia,"8500 Essington Ave",1,1,1,0,2,N/A
2728353,"October 12, 2023",Louisiana,Natchitoches,"3800 block of University Pkwy",1,0,0,0,2,N/A
2730284,"October 12, 2023",Louisiana,Youngsville,"600 block of Coteau Rd",1,0,0,0,1,N/A
2729654,"October 12, 2023",Texas,"Grand Prairie","1000 block of Coffeyville Trl",1,0,0,0,1,N/A
2728824,"October 12, 2023","New Jersey",Paterson,"Hamilton Ave and Summer St",1,0,0,0,1,N/A
2729609,"October 12, 2023",Louisiana,Harvey,"1500 block of Manhattan Blvd",1,0,0,0,1,N/A
2728864,"October 12, 2023",Florida,"Plant City","5800 block of US-92",1,0,0,0,1,N/A
2728459,"October 11, 2023",Oregon,Portland,"SW 10th Ave and SW Alder St",1,1,0,0,1,N/A
2728072,"October 11, 2023",Tennessee,Memphis,"3000 block of Faxon Ave",1,1,0,0,0,N/A
2727719,"October 11, 2023","North Carolina",Charlotte,"6600 block of Wenda Place",1,0,0,0,1,N/A
2727793,"October 11, 2023",Georgia,"Port Wentworth","Stemson Way",1,0,0,0,1,N/A
2728046,"October 11, 2023",Tennessee,Memphis,"300 block of Clower Rd",1,0,0,0,0,N/A
2728172,"October 11, 2023",Florida,Miami,"NW Second Ave and 62nd St",0,0,1,0,0,N/A
2728827,"October 11, 2023",Georgia,Brunswick,"Habersham St",1,0,0,0,0,N/A
2727705,"October 11, 2023",Florida,Auburndale,"Century Blvd and Lake Ariana Blvd",1,0,0,0,1,N/A
2727708,"October 11, 2023",Florida,"Spring Hill","Marquette St",1,1,0,2,3,N/A
2727609,"October 11, 2023",Illinois,Quincy,"406 Scenic Dr",1,0,0,0,0,N/A
2729020,"October 11, 2023",Oklahoma,Noble,"8800 block of 148th St",1,1,0,0,1,N/A
2728355,"October 11, 2023",Virginia,Portsmouth,"60 block of Dale Dr",1,0,0,0,1,N/A
2729412,"October 11, 2023",Virginia,Fredericksburg,"200 block of Streamview Dr",1,0,0,0,1,N/A
2728135,"October 11, 2023",Virginia,Richmond,"2400 block of Ford Ave",1,0,0,0,0,N/A
2732540,"October 11, 2023",Georgia,Decatur,"Kelley Chapel Rd",1,0,0,0,1,N/A
2729310,"October 11, 2023",Tennessee,Jackson,"Springtime Cove in",1,0,0,0,0,N/A
2727869,"October 11, 2023",Indiana,Indianapolis,"8520 Northwest Blvd",1,2,0,0,0,N/A
2727979,"October 11, 2023",Utah,"Cedar Valley (Fairfield)","Manning Canyon Rd and Wells Canyon Rd",0,0,1,0,0,N/A
2729226,"October 11, 2023",Alabama,Birmingham,"Pennfield Dr and Zion City Rd",1,0,0,0,0,N/A
2728542,"October 11, 2023","New Mexico",Albuquerque,"6000 block of Canis Ave NW",1,0,0,0,0,N/A
2728487,"October 11, 2023",Arizona,Phoenix,"I-17 and Glendale Ave",1,0,0,0,0,N/A
2728473,"October 11, 2023",Arizona,Goodyear,"W Lower Buckeye Pkwy and Estrella Pkwy",1,0,0,0,1,N/A
2728699,"October 11, 2023",Pennsylvania,"Newtown Square","800 block of Bryn Mawr Ave",0,0,1,1,0,N/A
2727854,"October 11, 2023","South Carolina","North Charleston","2700 block of E Surrey Dr",1,0,0,0,0,N/A
2728384,"October 11, 2023","South Carolina",Lugoff,"1000 block of Grey Fox Rd",1,0,0,0,1,N/A
2728339,"October 11, 2023",Virginia,Chesapeake,"1300 block of Canal Dr",1,0,0,0,1,N/A
2729327,"October 11, 2023",Arizona,Tucson,"1240 W Ajo Way",2,0,0,0,0,N/A
2731791,"October 11, 2023",Arizona,"Cave Creek","N Ironwood Bluff and E Hidden Springs Rd",0,0,1,0,0,N/A
2728300,"October 11, 2023",California,"Los Angeles","2000 block of W Manchester Ave",1,0,0,0,1,N/A
2728217,"October 11, 2023",California,Oakland,"10300 block of Knight St",1,0,0,0,0,N/A
2728179,"October 11, 2023",Florida,"Miami Gardens","2455 NW 183rd St",1,0,0,0,1,N/A
2728177,"October 11, 2023",Kansas,Topeka,"SW 12th St and SW Clay St",1,0,0,0,0,N/A
2728970,"October 11, 2023",Texas,Hondo,"1300 block of Ave D",1,0,0,0,0,N/A
2728346,"October 11, 2023",Texas,"Fort Worth (Forest Hill)","4200 Dorsey St",1,0,0,0,0,N/A
2728844,"October 11, 2023",Florida,Lee,"SE Benchmark Dr",0,0,1,0,0,N/A
2728322,"October 11, 2023",Indiana,Columbus,"1900 block of Pinebrooke Ct",1,0,0,0,0,N/A
2728545,"October 11, 2023","New Mexico",Weed,"3 Agua Chiquita Rd",1,0,0,0,1,N/A
2728873,"October 11, 2023",Ohio,Columbus,"1300 block of Morse Rd",1,0,0,0,0,N/A
2728833,"October 10, 2023",Alabama,Monroeville,"S Alabama Ave and Tiger Dr",1,0,0,0,1,N/A
2728800,"October 10, 2023",Illinois,"Cahokia Heights","631 West Ave",1,0,0,0,0,N/A
2727297,"October 10, 2023",Florida,"Delray Beach","7959 W Atlantic Ave",0,1,1,0,0,N/A
2727399,"October 10, 2023",Kentucky,Louisville,"1400 block of Thornberry Ave",1,0,0,0,0,N/A
2727700,"October 10, 2023","North Carolina",Charlotte,"1901 Pavilion Blvd",1,0,0,0,2,N/A
2727381,"October 10, 2023",Indiana,Indianapolis,"Scotland Dr and Bank Pl",1,1,0,0,1,N/A
2746057,"October 10, 2023","North Carolina",Fayetteville,"Fieldcrest St and Cedric St",1,0,0,0,1,N/A
2727292,"October 10, 2023",Florida,Orlando,"1300 block of Santa Anita St",2,0,0,0,0,N/A
2727934,"October 10, 2023","New York","East Northport (Elwood)","Mander Ln",0,0,1,0,0,N/A
2727557,"October 10, 2023",Florida,Bonifay,"2015 S Waukesha St",0,0,1,0,0,N/A
2727232,"October 10, 2023",Florida,Sarasota,"Webber St and Lime Ave",0,0,1,0,0,N/A
2727229,"October 10, 2023",Florida,"West Palm Beach","45th St and Military Trail",1,0,0,0,0,N/A
2727283,"October 10, 2023",Indiana,Indianapolis,"4100 block of Brentwood Dr",1,0,0,0,0,N/A
2727876,"October 10, 2023",Wisconsin,Madison,"116 Milky Way",1,3,0,0,0,N/A
2728083,"October 10, 2023",Kansas,Olathe,"23500 block of W 126th Ter",0,0,1,0,0,N/A
2728243,"October 10, 2023",Oregon,Ontario,"SW 1st Ave and SW 4th St",0,0,1,0,0,N/A
2727089,"October 10, 2023","South Carolina",Darlington,"100 Magnolia St",1,0,0,0,1,N/A
2727776,"October 10, 2023",Georgia,"Fort Valley","301 Edward St",0,0,1,0,0,N/A
2727711,"October 10, 2023",Florida,Hudson,"Jerbert Dr",1,0,0,0,0,N/A
2728308,"October 10, 2023",Missouri,"Saint Louis","3400 block of Osage St",1,0,0,0,0,N/A
2727697,"October 10, 2023",Florida,"Miami Gardens","Miami Gardens Dr and NW 34th Ct",1,0,0,0,1,N/A
2727614,"October 10, 2023",Ohio,Mansfield,"800 block of Brookfield Dr",1,1,0,0,0,N/A
2729837,"October 10, 2023",Illinois,Chicago,"1600 block of N Lawndale Ave",1,0,0,0,0,N/A
2727583,"October 10, 2023",California,Oakland,"300 block of 105th Ave",1,0,0,0,0,N/A
2729024,"October 10, 2023",Louisiana,Greensburg,"Opal Bennett Rd",1,0,0,0,0,N/A
2728995,"October 10, 2023",Kansas,Topeka,"2000 block of SE Pennsylvania Ave",1,0,0,0,2,N/A
2727355,"October 10, 2023",Virginia,"Glen Allen","9100 Brookwood Glen Dr",1,0,0,0,0,N/A
2727402,"October 10, 2023",Kentucky,Louisville,"4000 block of Taylor Blvd",1,1,0,0,0,N/A
2733086,"October 10, 2023",Pennsylvania,"New Philadelphia","Ferndale Rd",1,0,0,0,0,N/A
2726644,"October 9, 2023","West Virginia",Bluefield,"Stoney Ridge Rd",1,0,0,0,1,N/A
2726747,"October 9, 2023",Nevada,Pahrump,"500 block of Bunarch Rd",0,0,1,0,0,N/A
2726554,"October 9, 2023",Ohio,Cleveland,"3400 block of E 52nd St",1,0,0,0,0,N/A
2726661,"October 9, 2023",Connecticut,Hartford,"18 Nelton Way",1,0,0,0,0,N/A
2726859,"October 9, 2023","New Mexico",Albuquerque,"1100 block of 2nd St NW",1,0,0,0,0,N/A
2726857,"October 9, 2023",Virginia,Portsmouth,"3201 George Washington Hwy",1,0,0,0,0,N/A
2726833,"October 9, 2023",Tennessee,Memphis,"5200 block of Sunray Dr",1,0,0,0,0,N/A
2726827,"October 9, 2023",Tennessee,Memphis,"2798 Mojave Pl",1,1,0,0,1,N/A
2727357,"October 9, 2023",Tennessee,Antioch,"2937 Split Oak Trail",0,0,1,0,0,N/A
2727033,"October 9, 2023",California,"Rancho Cordova","10700 block of Coloma Rd",1,0,0,0,0,N/A
2727333,"October 9, 2023",Tennessee,Cookeville,"Skyline Dr",1,0,0,0,0,N/A
2726602,"October 9, 2023",Georgia,Macon,"4280 Mercer University Dr",1,0,0,0,0,N/A
2726853,"October 9, 2023",Georgia,"Warner Robins","120 Garland Terrace",0,1,1,0,0,N/A
2727265,"October 9, 2023",Florida,Jacksonville,"8500 Argyle Business Loop",1,0,0,0,0,N/A
2727237,"October 9, 2023",Florida,Jacksonville,"Herlong Rd and Fouraker Rd",1,1,0,0,0,N/A
2726481,"October 9, 2023",Tennessee,Knoxville,"Ben Hur Ave and Martin Luther King Jr Ave",1,0,0,0,0,N/A
2726692,"October 9, 2023",Mississippi,Greenville,"300 block of McAllister St",1,0,0,0,0,N/A
2727194,"October 9, 2023",Colorado,Greeley,"11th Ave and 15th St",0,1,1,0,0,N/A
2727176,"October 9, 2023",Michigan,Flint,"1500 block of Jane Ave",1,0,0,0,1,N/A
2727077,"October 9, 2023","North Carolina","Black Mountain","602 W State St",0,0,1,0,0,N/A
2726504,"October 9, 2023","North Carolina","Kure Beach","1610 Fort Fisher Blvd S",1,1,0,0,1,N/A
2727144,"October 9, 2023",Oklahoma,"Oklahoma City","400 S Meridian Ave",0,0,1,0,0,N/A
2727002,"October 9, 2023",Texas,Houston,"6303 Eastland St",1,0,0,0,1,N/A
2727137,"October 9, 2023","North Dakota",Minot,"7th St SW and W Central Ave",0,0,1,0,0,N/A
2726656,"October 9, 2023",Wisconsin,Milwaukee,"3888 N 7th St",1,0,0,0,0,N/A
2726921,"October 9, 2023",California,"San Francisco","1450 Laguna St",0,0,1,0,0,N/A
2731883,"October 9, 2023",California,"San Jose","2200 block of Mt Pleasant Rd",1,0,0,0,0,N/A
2727702,"October 9, 2023",Florida,Miami,"2400 block of NW 2nd Ave",1,0,0,0,1,N/A
2726417,"October 9, 2023","North Carolina",Hendersonville,"1909 Four Seasons Blvd",1,0,0,0,1,N/A
2728054,"October 9, 2023",Ohio,"Beachwood (Warrensville Heights)","19700 block of Sunset Dr",1,0,0,0,1,N/A
2727643,"October 9, 2023",Mississippi,Forest,"Wash Dr",2,0,0,0,1,N/A
2726796,"October 9, 2023",Illinois,Chicago,"9300 block of S Halsted St",1,1,0,0,0,N/A
2727031,"October 9, 2023",Illinois,Chicago,"4700 block of S Ashland Ave",1,0,0,0,0,N/A
2726767,"October 9, 2023",Illinois,Chicago,"6252 S Ashland Ave",1,0,1,0,0,N/A
2726977,"October 9, 2023",Texas,Houston,"13732 East Fwy",1,0,0,0,1,N/A
2727508,"October 9, 2023","New Jersey",Pleasantville,"N Main St and Pleasant Ave",1,0,0,0,0,N/A
2734750,"October 9, 2023",Louisiana,Tallulah,N/A,1,0,0,0,0,N/A
2727473,"October 9, 2023",Pennsylvania,Chester,"1239 Curran St",1,0,0,0,0,N/A
2727415,"October 9, 2023",Louisiana,Lafayette,"100 block of Evelyn Dr",1,1,0,0,2,N/A
2727470,"October 9, 2023",Maryland,"Fort Washington","8340 Indian Head Hwy",1,0,0,0,0,N/A
2726571,"October 9, 2023",Maryland,Laurel,"14120 West Side Blvd",1,0,0,0,0,N/A
2727782,"October 9, 2023",Michigan,Flint,"700 block of E Bundy Ave",1,0,0,0,0,N/A
2726624,"October 8, 2023",Ohio,Columbus,"845 N Wilson Rd",1,0,0,0,1,N/A
2726106,"October 8, 2023",Ohio,Columbus,"200 block of Buffalo Ct",1,0,0,1,1,N/A
2726434,"October 8, 2023",Louisiana,Alexandria,"2500 block of Culpepper Rd",1,0,0,0,1,N/A
2726098,"October 8, 2023",Wisconsin,Milwaukee,"N 89th St and W Dogwood St",1,0,0,0,1,N/A
2726938,"October 8, 2023",Iowa,"Hardin (county)",N/A,1,0,0,0,0,N/A
2728011,"October 8, 2023","New York",Neversink,"Bradley Avenue",1,0,0,0,1,N/A
2726183,"October 8, 2023",Arizona,Phoenix,"4001 E Captain Dreyfus Ave",1,0,1,0,0,N/A
2726116,"October 8, 2023","New York",Albany,"N Swan St and Third St",1,0,0,0,0,N/A
2726610,"October 8, 2023",Georgia,Rossville,"Bragg Cir",0,1,1,0,0,N/A
2726100,"October 8, 2023",Ohio,Cleveland,"1000 block of E 67th St",2,0,0,0,0,N/A
2726440,"October 8, 2023","North Carolina",Aberdeen,"106 Forest Cir",1,0,1,0,2,N/A
2726455,"October 8, 2023",Louisiana,"New Roads","8800 block of Delta Place Rd",1,0,0,0,1,N/A
2726449,"October 8, 2023",Oregon,Portland,"SW Washington St and SW 5th Ave",1,0,0,0,0,N/A
2726521,"October 8, 2023","North Carolina",Wilmington,"3000 block of Adirondack Way",1,0,0,0,1,N/A
2726621,"October 8, 2023",Alabama,"Phenix City","501 16th Ave",1,0,0,0,1,N/A
2726046,"October 8, 2023",Texas,Houston,"12100 block of Buffalo Speedway",2,0,0,0,0,N/A
2726615,"October 8, 2023",Georgia,Lagrange,I-85,1,0,0,0,1,N/A
2726583,"October 8, 2023",Florida,"Winter Park","4000 block of N Goldenrod Rd",1,0,0,0,1,N/A
2726086,"October 8, 2023",Michigan,Lansing,"1100 block of N Jenison Ave",1,0,0,0,1,N/A
2726600,"October 8, 2023",Maryland,"Takoma Park","6800 block of Red Top Rd",1,0,0,0,0,N/A
2726509,"October 8, 2023","North Carolina","Winston Salem (Winston-salem)","3000 block of N Glenn Ave",1,0,0,0,1,N/A
2726244,"October 8, 2023",Pennsylvania,"Willow Grove","100 block of Evans Ave",0,0,1,0,0,N/A
2726019,"October 8, 2023",Tennessee,Cordova,"1740 N Germantown Pkwy",1,0,0,0,0,N/A
2725993,"October 8, 2023",Tennessee,Covington,"200 block of Loon Ln",1,1,0,0,0,N/A
2726359,"October 8, 2023",California,Stockton,"Plymouth Rd and Kelley Dr",1,1,0,0,0,N/A
2725991,"October 8, 2023","South Carolina",Hartsville,SC-151,1,0,0,0,0,N/A
2727124,"October 8, 2023","South Dakota",Mitchell,N/A,1,0,0,0,0,N/A
2726096,"October 8, 2023",Wisconsin,Milwaukee,"3000 block of N Julia St",1,0,0,0,0,N/A
